"annotation_id","annotator","bbox","created_at","id","label","lead_time","ocr","transcription","updated_at"
134,"1","[{""x"":1.2109202994275652,""y"":8.190224570673713,""width"":95.66270365477763,""height"":71.86261558784676,""rotation"":0,""original_width"":18,""original_height"":33}]","2024-11-21T05:04:56.046650Z",119,"[{""x"":1.2109202994275652,""y"":8.190224570673713,""width"":95.66270365477763,""height"":71.86261558784676,""rotation"":0,""labels"":[""с""],""original_width"":18,""original_height"":33}]",12.227,"/data/upload/8/68084d31-130.jpg","с","2024-11-21T05:04:56.046715Z"
135,"1","[{""x"":12.041151274968977,""y"":8.586525759577281,""width"":80.14891317401224,""height"":69.61690885072656,""rotation"":0,""original_width"":33,""original_height"":47}]","2024-11-21T05:05:10.603472Z",120,"[{""x"":12.041151274968977,""y"":8.586525759577281,""width"":80.14891317401224,""height"":69.61690885072656,""rotation"":0,""labels"":[""Р""],""original_width"":33,""original_height"":47}]",11.193,"/data/upload/8/fbebb87c-129.jpg","Р","2024-11-21T05:05:10.603525Z"
136,"1","[{""x"":4.340441592753351,""y"":11.756935270805812,""width"":93.75353840347236,""height"":74.63672391017174,""rotation"":0,""original_width"":28,""original_height"":46}]","2024-11-21T05:05:24.244452Z",121,"[{""x"":4.340441592753351,""y"":11.756935270805812,""width"":93.75353840347236,""height"":74.63672391017174,""rotation"":0,""labels"":[""Р""],""original_width"":28,""original_height"":46}]",12.078,"/data/upload/8/1d57bcab-128.jpg","Р","2024-11-21T05:05:24.244492Z"
137,"1","[{""x"":4.6499339498018495,""y"":10.700132100396301,""width"":90.28621752531924,""height"":74.76882430647292,""rotation"":0,""original_width"":30,""original_height"":44}]","2024-11-21T05:05:37.829029Z",122,"[{""x"":4.6499339498018495,""y"":10.700132100396301,""width"":90.28621752531924,""height"":74.76882430647292,""rotation"":0,""labels"":[""Р""],""original_width"":30,""original_height"":44}]",11.969,"/data/upload/8/51513930-127.jpg","Р","2024-11-21T05:05:37.829079Z"
138,"1","[{""x"":6.052599975981746,""y"":10.039630118890356,""width"":93.59913534286056,""height"":87.97886393659181,""rotation"":0,""original_width"":22,""original_height"":36}]","2024-11-21T05:05:49.804039Z",123,"[{""x"":6.052599975981746,""y"":10.039630118890356,""width"":93.59913534286056,""height"":87.97886393659181,""rotation"":0,""labels"":[""р""],""original_width"":22,""original_height"":36}]",9.915,"/data/upload/8/3cb1e49b-126.jpg","р","2024-11-21T05:05:49.804083Z"
139,"1","[{""x"":10.462351387054163,""y"":17.437252311756936,""width"":86.25627476882431,""height"":77.01453104359312,""rotation"":0,""original_width"":25,""original_height"":44}]","2024-11-21T05:06:01.379085Z",124,"[{""x"":10.462351387054163,""y"":17.437252311756936,""width"":86.25627476882431,""height"":77.01453104359312,""rotation"":0,""labels"":[""р""],""original_width"":25,""original_height"":44}]",10.002,"/data/upload/8/9cc3b4da-125.jpg","р","2024-11-21T05:06:01.379159Z"
140,"1","[{""x"":5.438132981065609,""y"":4.623513870541611,""width"":90.77498899163363,""height"":87.84676354029062,""rotation"":0,""original_width"":24,""original_height"":38}]","2024-11-21T05:06:12.309014Z",125,"[{""x"":5.438132981065609,""y"":4.623513870541611,""width"":90.77498899163363,""height"":87.84676354029062,""rotation"":0,""labels"":[""р""],""original_width"":24,""original_height"":38}]",8.698,"/data/upload/8/0f24c8ad-124.jpg","р","2024-11-21T05:06:12.309069Z"
141,"1","[{""x"":10.303830911492733,""y"":13.474240422721268,""width"":88.96961690885071,""height"":63.54029062087186,""rotation"":0,""original_width"":36,""original_height"":54}]","2024-11-21T05:06:23.131523Z",126,"[{""x"":10.303830911492733,""y"":13.474240422721268,""width"":88.96961690885071,""height"":63.54029062087186,""rotation"":0,""labels"":[""П""],""original_width"":36,""original_height"":54}]",8.915,"/data/upload/8/77833f3a-123.jpg","П","2024-11-21T05:06:23.131577Z"
142,"1","[{""x"":10.634081902245708,""y"":18.758256274768826,""width"":86.08542492294144,""height"":70.01321003963011,""rotation"":0,""original_width"":36,""original_height"":46}]","2024-11-21T05:06:33.712588Z",127,"[{""x"":10.634081902245708,""y"":18.758256274768826,""width"":86.08542492294144,""height"":70.01321003963011,""rotation"":0,""labels"":[""П""],""original_width"":36,""original_height"":46}]",9.294,"/data/upload/8/fe799ca8-122.jpg","П","2024-11-21T05:06:33.712644Z"
143,"1","[{""x"":11.624834874504625,""y"":11.624834874504623,""width"":83.47277264054016,""height"":75.82562747688243,""rotation"":0,""original_width"":36,""original_height"":44}]","2024-11-21T05:06:45.499076Z",128,"[{""x"":11.624834874504625,""y"":11.624834874504623,""width"":83.47277264054016,""height"":75.82562747688243,""rotation"":0,""labels"":[""П""],""original_width"":36,""original_height"":44}]",10.302,"/data/upload/8/e20d914b-121.jpg","П","2024-11-21T05:06:45.499132Z"
144,"1","[{""x"":10.847474850116857,""y"":13.0779392338177,""width"":78.5997357992074,""height"":64.86129458388375,""rotation"":0,""original_width"":26,""original_height"":35}]","2024-11-21T05:06:56.264711Z",129,"[{""x"":10.847474850116857,""y"":13.0779392338177,""width"":78.5997357992074,""height"":64.86129458388375,""rotation"":0,""labels"":[""п""],""original_width"":26,""original_height"":35}]",8.469,"/data/upload/8/8c113389-120.jpg","п","2024-11-21T05:06:56.264766Z"
145,"1","[{""x"":7.012807994945726,""y"":13.34214002642008,""width"":86.42812015392569,""height"":68.82430647291942,""rotation"":0,""original_width"":23,""original_height"":33}]","2024-11-21T05:07:05.789661Z",130,"[{""x"":7.012807994945726,""y"":13.34214002642008,""width"":86.42812015392569,""height"":68.82430647291942,""rotation"":0,""labels"":[""п""],""original_width"":23,""original_height"":33}]",8.082,"/data/upload/8/aa30a25e-119.jpg","п","2024-11-21T05:07:05.789731Z"
146,"1","[{""x"":15.257595772787319,""y"":16.90885072655218,""width"":82.46367239101718,""height"":65.3896961690885,""rotation"":0,""original_width"":24,""original_height"":33}]","2024-11-21T05:07:16.159179Z",131,"[{""x"":15.257595772787319,""y"":16.90885072655218,""width"":82.46367239101718,""height"":65.3896961690885,""rotation"":0,""labels"":[""п""],""original_width"":24,""original_height"":33}]",9.13,"/data/upload/8/fc4e1326-118.jpg","п","2024-11-21T05:07:16.159232Z"
147,"1","[{""x"":18.229854689564068,""y"":18.626155878467635,""width"":80.05944517833554,""height"":78.73183619550858,""rotation"":0,""original_width"":40,""original_height"":46}]","2024-11-21T05:07:29.684510Z",132,"[{""x"":18.229854689564068,""y"":18.626155878467635,""width"":80.05944517833554,""height"":78.73183619550858,""rotation"":0,""labels"":[""О""],""original_width"":40,""original_height"":46}]",12.138,"/data/upload/8/77b85b16-117.jpg","О","2024-11-21T05:07:29.684579Z"
148,"1","[{""x"":16.614927344782032,""y"":12.021136063408191,""width"":80.2344782034346,""height"":79.52443857331572,""rotation"":0,""original_width"":40,""original_height"":43}]","2024-11-21T05:07:43.048264Z",133,"[{""x"":16.614927344782032,""y"":12.021136063408191,""width"":80.2344782034346,""height"":79.52443857331572,""rotation"":0,""labels"":[""О""],""original_width"":40,""original_height"":43}]",12.005,"/data/upload/8/0c1d814a-116.jpg","О","2024-11-21T05:07:43.048322Z"
149,"1","[{""x"":7.719257940382517,""y"":8.058124174372523,""width"":89.41473780943082,""height"":80.84544253632761,""rotation"":0,""original_width"":23,""original_height"":28}]","2024-11-21T05:07:56.058579Z",134,"[{""x"":7.719257940382517,""y"":8.058124174372523,""width"":89.41473780943082,""height"":80.84544253632761,""rotation"":0,""labels"":[""о""],""original_width"":23,""original_height"":28}]",11.362,"/data/upload/8/dacbcdb4-115.jpg","о","2024-11-21T05:07:56.058629Z"
150,"1","[{""x"":7.225317328125897,""y"":13.870541611624834,""width"":90.60938487163287,""height"":72.52311756935272,""rotation"":0,""original_width"":23,""original_height"":34}]","2024-11-21T05:08:05.188887Z",135,"[{""x"":7.225317328125897,""y"":13.870541611624834,""width"":90.60938487163287,""height"":72.52311756935272,""rotation"":0,""labels"":[""о""],""original_width"":23,""original_height"":34}]",7.794,"/data/upload/8/632e9d39-114.jpg","о","2024-11-21T05:08:05.188942Z"
151,"1","[{""x"":15.812906697979354,""y"":11.228533685601057,""width"":79.22109692255003,""height"":77.93923381770145,""rotation"":0,""original_width"":27,""original_height"":32}]","2024-11-21T05:08:15.350637Z",136,"[{""x"":15.812906697979354,""y"":11.228533685601057,""width"":79.22109692255003,""height"":77.93923381770145,""rotation"":0,""labels"":[""о""],""original_width"":27,""original_height"":32}]",8.556,"/data/upload/8/5dc38e8e-113.jpg","о","2024-11-21T05:08:15.350702Z"
152,"1","[{""x"":8.678262145897548,""y"":10.700132100396301,""width"":88.83384705709672,""height"":78.20343461030383,""rotation"":0,""original_width"":36,""original_height"":43}]","2024-11-21T05:08:32.295099Z",137,"[{""x"":8.678262145897548,""y"":10.700132100396301,""width"":88.83384705709672,""height"":78.20343461030383,""rotation"":0,""labels"":[""О""],""original_width"":36,""original_height"":43}]",12.141,"/data/upload/8/3e679da0-112.jpg","О","2024-11-21T05:08:32.295162Z"
153,"1","[{""x"":9.177308087479817,""y"":7.793923381770146,""width"":90.56949948627623,""height"":84.28005284015852,""rotation"":0,""original_width"":36,""original_height"":41}]","2024-11-21T05:44:23.662858Z",138,"[{""x"":9.177308087479817,""y"":7.793923381770146,""width"":90.56949948627623,""height"":84.28005284015852,""rotation"":0,""labels"":[""Н""],""original_width"":36,""original_height"":41}]",13.404,"/data/upload/8/e2d21921-111.jpg","Н","2024-11-21T05:44:23.662917Z"
154,"1","[{""x"":5.043833313318122,""y"":13.0779392338177,""width"":94.95616668668188,""height"":74.50462351387054,""rotation"":0,""original_width"":33,""original_height"":45}]","2024-11-21T05:44:41.082019Z",139,"[{""x"":5.043833313318122,""y"":13.0779392338177,""width"":94.95616668668188,""height"":74.50462351387054,""rotation"":0,""labels"":[""Н""],""original_width"":33,""original_height"":45}]",9.813,"/data/upload/8/31633037-110.jpg","Н","2024-11-21T05:44:41.082116Z"
155,"1","[{""x"":7.065484053595019,""y"":4.227212681638045,""width"":89.34893376108701,""height"":85.33685601056803,""rotation"":0,""original_width"":35,""original_height"":39}]","2024-11-21T05:44:59.266952Z",140,"[{""x"":7.065484053595019,""y"":4.227212681638045,""width"":89.34893376108701,""height"":85.33685601056803,""rotation"":0,""labels"":[""Н""],""original_width"":35,""original_height"":39}]",16.644,"/data/upload/8/e59304f5-109.jpg","Н","2024-11-21T05:44:59.267026Z"
156,"1","[{""x"":1.2969857091389456,""y"":8.3223249669749,""width"":95.49057283535487,""height"":82.95904887714663,""rotation"":0,""original_width"":22,""original_height"":27}]","2024-11-21T05:45:12.389720Z",141,"[{""x"":1.2969857091389456,""y"":8.3223249669749,""width"":95.49057283535487,""height"":82.95904887714663,""rotation"":0,""labels"":[""н""],""original_width"":22,""original_height"":27}]",10.874,"/data/upload/8/b808d24c-108.jpg","н","2024-11-21T05:45:12.389777Z"
157,"1","[{""x"":5.584244025459349,""y"":12.813738441215325,""width"":92.41023177614987,""height"":75.69352708058125,""rotation"":0,""original_width"":22,""original_height"":30}]","2024-11-21T05:45:51.563298Z",142,"[{""x"":5.584244025459349,""y"":12.813738441215325,""width"":92.41023177614987,""height"":75.69352708058125,""rotation"":0,""labels"":[""н""],""original_width"":22,""original_height"":30}]",30.344,"/data/upload/8/53ffe144-107.jpg","н","2024-11-21T05:45:51.563356Z"
158,"1","[{""x"":10.937912813738441,""y"":15.455746367239101,""width"":81.16248348745047,""height"":75.82562747688243,""rotation"":0,""original_width"":25,""original_height"":30}]","2024-11-21T05:46:03.389961Z",143,"[{""x"":10.937912813738441,""y"":15.455746367239101,""width"":81.16248348745047,""height"":75.82562747688243,""rotation"":0,""labels"":[""н""],""original_width"":25,""original_height"":30}]",9.739,"/data/upload/8/3a35fe8d-106.jpg","н","2024-11-21T05:46:03.390013Z"
159,"1","[{""x"":7.741697643697583,""y"":8.850726552179657,""width"":89.58250130564346,""height"":82.1664464993395,""rotation"":0,""original_width"":43,""original_height"":40}]","2024-11-21T05:46:16.556484Z",144,"[{""x"":7.741697643697583,""y"":8.850726552179657,""width"":89.58250130564346,""height"":82.1664464993395,""rotation"":0,""labels"":[""М""],""original_width"":43,""original_height"":40}]",11.268,"/data/upload/8/a0c3bf46-105.jpg","М","2024-11-21T05:46:16.556537Z"
160,"1","[{""x"":4.897380545800174,""y"":9.379128137384413,""width"":91.58101620646325,""height"":80.05284015852047,""rotation"":0,""original_width"":41,""original_height"":38}]","2024-11-21T05:46:32.746930Z",145,"[{""x"":4.897380545800174,""y"":9.379128137384413,""width"":91.58101620646325,""height"":80.05284015852047,""rotation"":0,""labels"":[""М""],""original_width"":41,""original_height"":38}]",14.604,"/data/upload/8/b49e1f34-104.jpg","М","2024-11-21T05:46:32.746982Z"
161,"1","[{""x"":10.171730515191546,""y"":3.302509907529723,""width"":88.63936591809777,""height"":79.12813738441214,""rotation"":0,""original_width"":41,""original_height"":41}]","2024-11-21T05:46:48.539985Z",146,"[{""x"":10.171730515191546,""y"":3.302509907529723,""width"":88.63936591809777,""height"":79.12813738441214,""rotation"":0,""labels"":[""М""],""original_width"":41,""original_height"":41}]",14.064,"/data/upload/8/38a87f59-103.jpg","М","2024-11-21T05:46:48.540048Z"
162,"1","[{""x"":6.214002642007927,""y"":13.870541611624834,""width"":91.58256274768826,""height"":84.01585204755615,""rotation"":0,""original_width"":25,""original_height"":28}]","2024-11-21T05:47:01.308661Z",147,"[{""x"":6.214002642007927,""y"":13.870541611624834,""width"":91.58256274768826,""height"":84.01585204755615,""rotation"":0,""labels"":[""м""],""original_width"":25,""original_height"":28}]",10.81,"/data/upload/8/f60e11d3-102.jpg","м","2024-11-21T05:47:01.308717Z"
163,"1","[{""x"":7.945594207152992,""y"":15.852047556142669,""width"":89.04545232154216,""height"":74.37252311756936,""rotation"":0,""original_width"":27,""original_height"":28}]","2024-11-21T05:47:15.512584Z",148,"[{""x"":7.945594207152992,""y"":15.852047556142669,""width"":89.04545232154216,""height"":74.37252311756936,""rotation"":0,""labels"":[""м""],""original_width"":27,""original_height"":28}]",12.494,"/data/upload/8/1a6ebf72-101.jpg","м","2024-11-21T05:47:15.512641Z"
164,"1","[{""x"":9.765993583695037,""y"":11.360634081902246,""width"":87.89394225325533,""height"":75.95772787318361,""rotation"":0,""original_width"":28,""original_height"":30}]","2024-11-21T05:47:28.963699Z",149,"[{""x"":9.765993583695037,""y"":11.360634081902246,""width"":87.89394225325533,""height"":75.95772787318361,""rotation"":0,""labels"":[""м""],""original_width"":28,""original_height"":30}]",11.056,"/data/upload/8/e9ef8c78-100.jpg","м","2024-11-21T05:47:28.963747Z"
165,"1","[{""x"":11.393659180977544,""y"":21.268163804491415,""width"":86.21202113606341,""height"":70.40951122853369,""rotation"":0,""original_width"":32,""original_height"":46}]","2024-11-21T05:47:45.624728Z",150,"[{""x"":11.393659180977544,""y"":21.268163804491415,""width"":86.21202113606341,""height"":70.40951122853369,""rotation"":0,""labels"":[""Б""],""original_width"":32,""original_height"":46}]",15.013,"/data/upload/8/ddf935fe-218.jpg","Б","2024-11-21T05:47:45.624781Z"
166,"1","[{""x"":13.368560105680318,""y"":17.040951122853368,""width"":86.63143989431968,""height"":70.40951122853369,""rotation"":0,""original_width"":30,""original_height"":46}]","2024-11-21T05:47:58.255378Z",151,"[{""x"":13.368560105680318,""y"":17.040951122853368,""width"":86.63143989431968,""height"":70.40951122853369,""rotation"":0,""labels"":[""Б""],""original_width"":30,""original_height"":46}]",10.562,"/data/upload/8/57963bf9-217.jpg","Б","2024-11-21T05:47:58.255434Z"
167,"1","[{""x"":7.485689123734036,""y"":13.474240422721268,""width"":88.50726552179655,""height"":66.44649933949802,""rotation"":0,""original_width"":30,""original_height"":50}]","2024-11-21T05:48:09.788067Z",152,"[{""x"":7.485689123734036,""y"":13.474240422721268,""width"":88.50726552179655,""height"":66.44649933949802,""rotation"":0,""labels"":[""Б""],""original_width"":30,""original_height"":50}]",9.846,"/data/upload/8/bc605607-216.jpg","Б","2024-11-21T05:48:09.788124Z"
168,"1","[{""x"":10.67899603698811,""y"":13.474240422721268,""width"":89.06737120211359,""height"":78.20343461030383,""rotation"":0,""original_width"":25,""original_height"":43}]","2024-11-21T05:48:27.334332Z",153,"[{""x"":10.67899603698811,""y"":13.474240422721268,""width"":89.06737120211359,""height"":78.20343461030383,""rotation"":0,""labels"":[""б""],""original_width"":25,""original_height"":43}]",11.946,"/data/upload/8/d2c5fae5-215.jpg","б","2024-11-21T05:48:27.334389Z"
169,"1","[{""x"":2.4095112285336855,""y"":10.83223249669749,""width"":85.93923381770145,""height"":85.33685601056804,""rotation"":0,""original_width"":25,""original_height"":38}]","2024-11-21T05:48:39.556450Z",154,"[{""x"":2.4095112285336855,""y"":10.83223249669749,""width"":85.93923381770145,""height"":85.33685601056804,""rotation"":0,""labels"":[""б""],""original_width"":25,""original_height"":38}]",10.071,"/data/upload/8/73565127-214.jpg","б","2024-11-21T05:48:39.556503Z"
170,"1","[{""x"":17.261118450022018,""y"":15.455746367239097,""width"":79.5244385733157,""height"":80.8454425363276,""rotation"":0,""original_width"":27,""original_height"":42}]","2024-11-21T05:48:51.746848Z",155,"[{""x"":17.261118450022018,""y"":15.455746367239097,""width"":79.5244385733157,""height"":80.8454425363276,""rotation"":0,""labels"":[""б""],""original_width"":27,""original_height"":42}]",10.414,"/data/upload/8/0d209ad7-213.jpg","б","2024-11-21T05:48:51.746903Z"
171,"1","[{""x"":15.820760620176596,""y"":12.549537648612946,""width"":79.38886185079608,""height"":76.48612945838839,""rotation"":0,""original_width"":38,""original_height"":41}]","2024-11-21T05:49:05.310845Z",156,"[{""x"":15.820760620176596,""y"":12.549537648612946,""width"":79.38886185079608,""height"":76.48612945838839,""rotation"":0,""labels"":[""А""],""original_width"":38,""original_height"":41}]",11.796,"/data/upload/8/c13579ed-212.jpg","А","2024-11-21T05:49:05.310901Z"
172,"1","[{""x"":18.32892998678996,""y"":7.793923381770146,""width"":79.96844268310583,""height"":88.110964332893,""rotation"":0,""original_width"":36,""original_height"":37}]","2024-11-21T05:49:18.450281Z",157,"[{""x"":18.32892998678996,""y"":7.793923381770146,""width"":79.96844268310583,""height"":88.110964332893,""rotation"":0,""labels"":[""А""],""original_width"":36,""original_height"":37}]",11.629,"/data/upload/8/2249b985-211.jpg","А","2024-11-21T05:49:18.450338Z"
173,"1","[{""x"":21.032960659857586,""y"":16.512549537648614,""width"":75.31655765699003,""height"":67.76750330250992,""rotation"":0,""original_width"":41,""original_height"":48}]","2024-11-21T05:49:33.259588Z",158,"[{""x"":21.032960659857586,""y"":16.512549537648614,""width"":75.31655765699003,""height"":67.76750330250992,""rotation"":0,""labels"":[""А""],""original_width"":41,""original_height"":48}]",12.819,"/data/upload/8/516f410e-210.jpg","А","2024-11-21T05:49:33.259657Z"
174,"1","[{""x"":3.4485156087047213,""y"":11.492734478203435,""width"":92.89438920948342,""height"":77.5429326287979,""rotation"":0,""original_width"":19,""original_height"":31}]","2024-11-21T05:49:50.832734Z",159,"[{""x"":3.4485156087047213,""y"":11.492734478203435,""width"":92.89438920948342,""height"":77.5429326287979,""rotation"":0,""labels"":[""а""],""original_width"":19,""original_height"":31}]",15.416,"/data/upload/8/57554597-209.jpg","а","2024-11-21T05:49:50.832791Z"
175,"1","[{""x"":7.926023778071334,""y"":18.758256274768826,""width"":80.8454425363276,""height"":75.29722589167767,""rotation"":0,""original_width"":20,""original_height"":30}]","2024-11-21T05:50:02.678074Z",160,"[{""x"":7.926023778071334,""y"":18.758256274768826,""width"":80.8454425363276,""height"":75.29722589167767,""rotation"":0,""labels"":[""а""],""original_width"":20,""original_height"":30}]",10.167,"/data/upload/8/dbd65fb9-208.jpg","а","2024-11-21T05:50:02.678136Z"
176,"1","[{""x"":4.051078819903126,""y"":12.021136063408191,""width"":79.08410391897843,""height"":81.63804491413474,""rotation"":0,""original_width"":21,""original_height"":28}]","2024-11-21T05:50:15.697852Z",161,"[{""x"":4.051078819903126,""y"":12.021136063408191,""width"":79.08410391897843,""height"":81.63804491413474,""rotation"":0,""labels"":[""а""],""original_width"":21,""original_height"":28}]",11.365,"/data/upload/8/16c31d94-207.jpg","а","2024-11-21T05:50:15.697955Z"
177,"1","[{""x"":13.865257595772787,""y"":16.77675033025099,""width"":72.79260237780711,""height"":78.59973579920741,""rotation"":0,""original_width"":25,""original_height"":41}]","2024-11-21T05:50:35.250311Z",162,"[{""x"":13.865257595772787,""y"":16.77675033025099,""width"":72.79260237780711,""height"":78.59973579920741,""rotation"":0,""labels"":[""?""],""original_width"":25,""original_height"":41}]",16.706,"/data/upload/8/8b7efc8b-206.jpg","?","2024-11-21T05:50:35.250367Z"
178,"1","[{""x"":22.437252311756932,""y"":13.738441215323647,""width"":39.47820343461029,""height"":75.42932628797887,""rotation"":0,""original_width"":20,""original_height"":43}]","2024-11-21T05:50:50.545410Z",163,"[{""x"":22.437252311756932,""y"":13.738441215323647,""width"":39.47820343461029,""height"":75.42932628797887,""rotation"":0,""labels"":[""!""],""original_width"":20,""original_height"":43}]",13.044,"/data/upload/8/d623e425-205.jpg","!","2024-11-21T05:50:50.545465Z"
179,"1","[{""x"":6.25738719321421,""y"":14.927344782034346,""width"":90.41924494194534,""height"":71.07001321003963,""rotation"":0,""original_width"":19,""original_height"":45}]","2024-11-21T05:51:03.783332Z",164,"[{""x"":6.25738719321421,""y"":14.927344782034346,""width"":90.41924494194534,""height"":71.07001321003963,""rotation"":0,""labels"":[""?""],""original_width"":19,""original_height"":45}]",11.477,"/data/upload/8/62a6a523-204.jpg","?","2024-11-21T05:51:03.783388Z"
180,"1","[{""x"":15.323645970937912,""y"":10.303830911492733,""width"":80.31704095112285,""height"":73.31571994715985,""rotation"":0,""original_width"":22,""original_height"":44}]","2024-11-21T05:51:15.844186Z",165,"[{""x"":15.323645970937912,""y"":10.303830911492733,""width"":80.31704095112285,""height"":73.31571994715985,""rotation"":0,""labels"":[""?""],""original_width"":22,""original_height"":44}]",10.216,"/data/upload/8/acff6af6-203.jpg","?","2024-11-21T05:51:15.844243Z"
181,"1","[{""x"":17.927910926589924,""y"":8.45442536327609,""width"":57.36931496508776,""height"":79.39233817701454,""rotation"":0,""original_width"":14,""original_height"":38}]","2024-11-21T05:51:26.885465Z",166,"[{""x"":17.927910926589924,""y"":8.45442536327609,""width"":57.36931496508776,""height"":79.39233817701454,""rotation"":0,""labels"":[""!""],""original_width"":14,""original_height"":38}]",9.358,"/data/upload/8/b6ab3312-202.jpg","!","2024-11-21T05:51:26.885616Z"
182,"1","[{""x"":33.11945650122665,""y"":14.53104359313078,""width"":57.03906397433478,""height"":78.86393659180978,""rotation"":0,""original_width"":14,""original_height"":39}]","2024-11-21T05:51:38.492030Z",167,"[{""x"":33.11945650122665,""y"":14.53104359313078,""width"":57.03906397433478,""height"":78.86393659180978,""rotation"":0,""labels"":[""!""],""original_width"":14,""original_height"":39}]",9.865,"/data/upload/8/dc3b9472-201.jpg","!","2024-11-21T05:51:38.492146Z"
183,"1","[{""x"":14.915335655097872,""y"":14.927344782034346,""width"":58.58052119610904,""height"":73.44782034346105,""rotation"":0,""original_width"":22,""original_height"":36}]","2024-11-21T05:51:54.291433Z",168,"[{""x"":14.915335655097872,""y"":14.927344782034346,""width"":58.58052119610904,""height"":73.44782034346105,""rotation"":0,""labels"":["";""],""original_width"":22,""original_height"":36}]",13.47,"/data/upload/8/a96657e1-200.jpg",";","2024-11-21T05:51:54.291482Z"
184,"1","[{""x"":16.90885072655218,""y"":21.92866578599736,""width"":77.93923381770145,""height"":67.23910171730515,""rotation"":0,""original_width"":17,""original_height"":34}]","2024-11-21T05:52:06.908156Z",169,"[{""x"":16.90885072655218,""y"":21.92866578599736,""width"":77.93923381770145,""height"":67.23910171730515,""rotation"":0,""labels"":["":""],""original_width"":17,""original_height"":34}]",10.36,"/data/upload/8/f42e2e73-199.jpg",":","2024-11-21T05:52:06.908211Z"
185,"1","[{""x"":21.505944517833555,""y"":16.6446499339498,""width"":55.21796565389697,""height"":72.78731836195507,""rotation"":0,""original_width"":15,""original_height"":33}]","2024-11-21T05:52:20.077893Z",170,"[{""x"":21.505944517833555,""y"":16.6446499339498,""width"":55.21796565389697,""height"":72.78731836195507,""rotation"":0,""labels"":["";""],""original_width"":15,""original_height"":33}]",10.372,"/data/upload/8/ba6c9aec-198.jpg",";","2024-11-21T05:52:20.077946Z"
186,"1","[{""x"":0,""y"":17.569352708058126,""width"":67.72976033213813,""height"":66.31439894319684,""rotation"":0,""original_width"":14,""original_height"":37}]","2024-11-21T05:52:33.107452Z",171,"[{""x"":0,""y"":17.569352708058126,""width"":67.72976033213813,""height"":66.31439894319684,""rotation"":0,""labels"":["":""],""original_width"":14,""original_height"":37}]",10.733,"/data/upload/8/31813afc-197.jpg",":","2024-11-21T05:52:33.107508Z"
187,"1","[{""x"":10.779392338177015,""y"":17.305151915455745,""width"":58.335535006605014,""height"":64.99339498018495,""rotation"":0,""original_width"":15,""original_height"":36}]","2024-11-21T05:52:46.541609Z",172,"[{""x"":10.779392338177015,""y"":17.305151915455745,""width"":58.335535006605014,""height"":64.99339498018495,""rotation"":0,""labels"":["":""],""original_width"":15,""original_height"":36}]",11.494,"/data/upload/8/226ee7b9-196.jpg",":","2024-11-21T05:52:46.541664Z"
188,"1","[{""x"":13.33436941487295,""y"":13.474240422721268,""width"":49.23459476260781,""height"":78.07133421400265,""rotation"":0,""original_width"":17,""original_height"":33}]","2024-11-21T05:52:59.295453Z",173,"[{""x"":13.33436941487295,""y"":13.474240422721268,""width"":49.23459476260781,""height"":78.07133421400265,""rotation"":0,""labels"":["";""],""original_width"":17,""original_height"":33}]",10.356,"/data/upload/8/7fff61e0-195.jpg",";","2024-11-21T05:52:59.295509Z"
189,"1","[{""x"":2.642007926023778,""y"":51.78335535006605,""width"":93.79128137384411,""height"":24.306472919418745,""rotation"":0,""original_width"":14,""original_height"":28}]","2024-11-21T05:53:11.503569Z",174,"[{""x"":2.642007926023778,""y"":51.78335535006605,""width"":93.79128137384411,""height"":24.306472919418745,""rotation"":0,""labels"":[""-""],""original_width"":14,""original_height"":28}]",9.101,"/data/upload/8/648700ac-194.jpg","-","2024-11-21T05:53:11.503627Z"
190,"1","[{""x"":7.890797005724351,""y"":40.554821664464995,""width"":89.26464112725671,""height"":25.36327608982826,""rotation"":0,""original_width"":15,""original_height"":28}]","2024-11-21T05:53:21.403914Z",175,"[{""x"":7.890797005724351,""y"":40.554821664464995,""width"":89.26464112725671,""height"":25.36327608982826,""rotation"":0,""labels"":[""-""],""original_width"":15,""original_height"":28}]",8.353,"/data/upload/8/c1c036c2-193.jpg","-","2024-11-21T05:53:21.403971Z"
191,"1","[{""x"":4.359313077939234,""y"":51.12285336856011,""width"":91.54557463672393,""height"":20.34346103038309,""rotation"":0,""original_width"":12,""original_height"":33}]","2024-11-21T05:53:31.805923Z",176,"[{""x"":4.359313077939234,""y"":51.12285336856011,""width"":91.54557463672393,""height"":20.34346103038309,""rotation"":0,""labels"":[""-""],""original_width"":12,""original_height"":33}]",8.351,"/data/upload/8/3516e5bb-192.jpg","-","2024-11-21T05:53:31.806022Z"
192,"1","[{""x"":12.236176521890807,""y"":26.70940170940171,""width"":73.01587301587301,""height"":33.760683760683754,""rotation"":0,""original_width"":49,""original_height"":23}]","2024-11-21T05:54:07.566280Z",177,"[{""x"":12.236176521890807,""y"":26.70940170940171,""width"":73.01587301587301,""height"":33.760683760683754,""rotation"":0,""labels"":[""—""],""original_width"":49,""original_height"":23}]",11.384,"/data/upload/8/cc00ea72-191.jpg","—","2024-11-21T05:54:07.566333Z"
